vacant_days,reserved_days,occupancy,rate_avg,photos_count,superhost,latitude,longitude,guests,bedrooms,beds,baths,min_nights,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,Hotel_Occupancy_Percentage,Average_Daily_Rate,Revenue_Per_Available_Room,is_winter,is_spring,is_summer,is_fall,num_public_holidays,num_major_events,non_resident_visitors,month,is_april,is_august,is_february,is_july,is_june,is_march,is_may,is_november,is_october,is_september,has_free_parking,has_gym,has_pool,listing_type_Entire condo,listing_type_Entire condominium,listing_type_Entire guest suite,listing_type_Entire guesthouse,listing_type_Entire home,listing_type_Entire house,listing_type_Entire loft,listing_type_Entire place,listing_type_Entire rental unit,listing_type_Entire townhouse,listing_type_Private room,listing_type_Private room in bungalow,listing_type_Private room in condo,listing_type_Private room in cottage,listing_type_Private room in guest suite,listing_type_Private room in guesthouse,listing_type_Private room in home,listing_type_Private room in loft,listing_type_Private room in rental unit,listing_type_Private room in townhouse,room_type_private_room,cancellation_policy_Flexible,cancellation_policy_Limited,cancellation_policy_Moderate,cancellation_policy_Strict,cancellation_policy_Super Strict 30 Days,avg_temp
24,6,0.2,87.5,15,0,43.6879,-79.4394,2,1,1,1.0,28,0,0,102,4.85,4.9,5.0,4.9,5.0,4.7,4.8,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.04
25,6,0.194,92.1,15,0,43.6879,-79.4394,2,1,1,1.0,28,0,0,102,4.85,4.9,5.0,4.9,5.0,4.7,4.8,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.889999999999999
24,6,0.2,96.6,15,0,43.6879,-79.4394,2,1,1,1.0,28,0,0,102,4.85,4.9,5.0,4.9,5.0,4.7,4.8,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.47
25,6,0.194,89.7,15,0,43.6879,-79.4394,2,1,1,1.0,28,0,0,102,4.85,4.9,5.0,4.9,5.0,4.7,4.8,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22.215
25,6,0.194,91.7,15,0,43.6879,-79.4394,2,1,1,1.0,28,0,0,102,4.85,4.9,5.0,4.9,5.0,4.7,4.8,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.435000000000002
24,6,0.2,88.7,15,0,43.6879,-79.4394,2,1,1,1.0,28,0,0,102,4.85,4.9,5.0,4.9,5.0,4.7,4.8,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.47
25,6,0.194,86.7,15,0,43.6879,-79.4394,2,1,1,1.0,28,0,0,102,4.85,4.9,5.0,4.9,5.0,4.7,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.535
24,6,0.2,96.7,15,0,43.6879,-79.4394,2,1,1,1.0,28,0,0,102,4.85,4.9,5.0,4.9,5.0,4.7,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.164999999999999
31,0,0.0,96.8,15,0,43.6879,-79.4394,2,1,1,1.0,28,0,0,102,4.85,4.9,5.0,4.9,5.0,4.7,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.11
1,27,0.964,81.3,16,0,43.6403,-79.4215,2,1,1,1.0,28,0,0,299,4.84,4.9,4.9,4.9,4.9,4.8,4.8,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.925
24,7,0.226,80.5,16,0,43.6403,-79.4215,2,1,1,1.0,28,0,0,299,4.84,4.9,4.9,4.9,4.9,4.8,4.8,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7699999999999998
30,0,0.0,78.8,16,0,43.6403,-79.4215,2,1,1,1.0,28,0,0,299,4.84,4.9,4.9,4.9,4.9,4.8,4.8,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.04
31,0,0.0,79.5,16,0,43.6403,-79.4215,2,1,1,1.0,28,0,0,299,4.84,4.9,4.9,4.9,4.9,4.8,4.8,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.889999999999999
30,0,0.0,79.7,16,0,43.6403,-79.4215,2,1,1,1.0,28,0,0,299,4.84,4.9,4.9,4.9,4.9,4.8,4.8,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.47
31,0,0.0,79.9,16,0,43.6403,-79.4215,2,1,1,1.0,28,0,0,299,4.84,4.9,4.9,4.9,4.9,4.8,4.8,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.215
31,0,0.0,81.6,16,0,43.6403,-79.4215,2,1,1,1.0,28,0,0,299,4.84,4.9,4.9,4.9,4.9,4.8,4.8,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.435000000000002
30,0,0.0,82.5,16,0,43.6403,-79.4215,2,1,1,1.0,28,0,0,299,4.84,4.9,4.9,4.9,4.9,4.8,4.8,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.47
31,0,0.0,75.8,16,0,43.6403,-79.4215,2,1,1,1.0,28,0,0,299,4.84,4.9,4.9,4.9,4.9,4.8,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.535
30,0,0.0,80.9,16,0,43.6403,-79.4215,2,1,1,1.0,28,0,0,299,4.84,4.9,4.9,4.9,4.9,4.8,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.164999999999999
31,0,0.0,77.4,16,0,43.6403,-79.4215,2,1,1,1.0,28,0,0,299,4.84,4.9,4.9,4.9,4.9,4.8,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.11
28,0,0.0,135.4,13,1,43.6777,-79.3684,3,3,2,2.0,28,145,0,16,4.94,4.9,5.0,4.9,5.0,5.0,4.8,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
31,0,0.0,132.0,13,1,43.6777,-79.3684,3,3,2,2.0,28,145,0,16,4.94,4.9,5.0,4.9,5.0,5.0,4.8,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
17,13,0.433,135.0,13,1,43.6777,-79.3684,3,3,2,2.0,28,145,0,16,4.94,4.9,5.0,4.9,5.0,5.0,4.8,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04
14,17,0.548,132.3,13,1,43.6777,-79.3684,3,3,2,2.0,28,145,0,16,4.94,4.9,5.0,4.9,5.0,5.0,4.8,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889999999999999
18,12,0.4,133.9,13,1,43.6777,-79.3684,3,3,2,2.0,28,145,0,16,4.94,4.9,5.0,4.9,5.0,5.0,4.8,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
0,31,1.0,136.0,13,1,43.6777,-79.3684,3,3,2,2.0,28,145,0,16,4.94,4.9,5.0,4.9,5.0,5.0,4.8,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
3,28,0.903,157.6,13,1,43.6777,-79.3684,3,3,2,2.0,28,145,0,16,4.94,4.9,5.0,4.9,5.0,5.0,4.8,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
15,15,0.5,174.8,13,1,43.6777,-79.3684,3,3,2,2.0,28,145,0,16,4.94,4.9,5.0,4.9,5.0,5.0,4.8,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47
31,0,0.0,171.0,13,1,43.6777,-79.3684,3,3,2,2.0,28,145,0,16,4.94,4.9,5.0,4.9,5.0,5.0,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
30,0,0.0,169.3,13,1,43.6777,-79.3684,3,3,2,2.0,28,145,0,16,4.94,4.9,5.0,4.9,5.0,5.0,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
31,0,0.0,169.8,13,1,43.6777,-79.3684,3,3,2,2.0,28,145,0,16,4.94,4.9,5.0,4.9,5.0,5.0,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
23,5,0.179,60.7,14,1,43.6553,-79.438,1,1,1,0.0,3,0,18,247,4.76,4.8,4.9,4.5,4.9,4.8,4.8,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-3.925
19,12,0.387,52.7,14,1,43.6553,-79.438,1,1,1,0.0,3,0,18,247,4.76,4.8,4.9,4.5,4.9,4.8,4.8,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7699999999999998
8,22,0.733,52.0,14,1,43.6553,-79.438,1,1,1,0.0,3,0,18,247,4.76,4.8,4.9,4.5,4.9,4.8,4.8,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.04
2,29,0.935,54.4,14,1,43.6553,-79.438,1,1,1,0.0,3,0,18,247,4.76,4.8,4.9,4.5,4.9,4.8,4.8,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.889999999999999
4,26,0.867,53.6,14,1,43.6553,-79.438,1,1,1,0.0,3,0,18,247,4.76,4.8,4.9,4.5,4.9,4.8,4.8,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19.47
1,30,0.968,59.1,14,1,43.6553,-79.438,1,1,1,0.0,3,0,18,247,4.76,4.8,4.9,4.5,4.9,4.8,4.8,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,22.215
6,25,0.806,69.2,14,1,43.6553,-79.438,1,1,1,0.0,3,0,18,247,4.76,4.8,4.9,4.5,4.9,4.8,4.8,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,21.435000000000002
3,27,0.9,73.1,14,1,43.6553,-79.438,1,1,1,0.0,3,0,18,247,4.76,4.8,4.9,4.5,4.9,4.8,4.8,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17.47
0,31,1.0,62.2,14,1,43.6553,-79.438,1,1,1,0.0,3,0,18,247,4.76,4.8,4.9,4.5,4.9,4.8,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.535
10,20,0.667,58.7,14,1,43.6553,-79.438,1,1,1,0.0,3,0,18,247,4.76,4.8,4.9,4.5,4.9,4.8,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.164999999999999
5,26,0.839,60.7,14,1,43.6553,-79.438,1,1,1,0.0,3,0,18,247,4.76,4.8,4.9,4.5,4.9,4.8,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.11
18,10,0.357,113.5,33,0,43.6545,-79.3943,2,1,2,1.0,90,0,0,22,4.86,4.8,5.0,4.5,5.0,4.9,4.8,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.925
19,12,0.387,111.3,33,0,43.6545,-79.3943,2,1,2,1.0,90,0,0,22,4.86,4.8,5.0,4.5,5.0,4.9,4.8,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7699999999999998
30,0,0.0,109.3,33,0,43.6545,-79.3943,2,1,2,1.0,90,0,0,22,4.86,4.8,5.0,4.5,5.0,4.9,4.8,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.04
0,31,1.0,114.7,33,0,43.6545,-79.3943,2,1,2,1.0,90,0,0,22,4.86,4.8,5.0,4.5,5.0,4.9,4.8,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.889999999999999
12,18,0.6,108.2,33,0,43.6545,-79.3943,2,1,2,1.0,90,0,0,22,4.86,4.8,5.0,4.5,5.0,4.9,4.8,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.47
16,15,0.484,108.6,33,0,43.6545,-79.3943,2,1,2,1.0,90,0,0,22,4.86,4.8,5.0,4.5,5.0,4.9,4.8,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.215
31,0,0.0,89.8,33,0,43.6545,-79.3943,2,1,2,1.0,90,0,0,22,4.86,4.8,5.0,4.5,5.0,4.9,4.8,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.435000000000002
30,0,0.0,83.9,33,0,43.6545,-79.3943,2,1,2,1.0,90,0,0,22,4.86,4.8,5.0,4.5,5.0,4.9,4.8,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.47
31,0,0.0,44.0,33,0,43.6545,-79.3943,2,1,2,1.0,90,0,0,22,4.86,4.8,5.0,4.5,5.0,4.9,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.535
30,0,0.0,58.7,33,0,43.6545,-79.3943,2,1,2,1.0,90,0,0,22,4.86,4.8,5.0,4.5,5.0,4.9,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.164999999999999
31,0,0.0,87.0,33,0,43.6545,-79.3943,2,1,2,1.0,90,0,0,22,4.86,4.8,5.0,4.5,5.0,4.9,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.11
28,0,0.0,108.6,16,1,43.6513,-79.3726,2,1,1,1.0,28,0,0,104,4.85,4.9,4.9,4.8,4.9,4.9,4.7,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.925
31,0,0.0,112.4,16,1,43.6513,-79.3726,2,1,1,1.0,28,0,0,104,4.85,4.9,4.9,4.8,4.9,4.9,4.7,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7699999999999998
30,0,0.0,112.4,16,1,43.6513,-79.3726,2,1,1,1.0,28,0,0,104,4.85,4.9,4.9,4.8,4.9,4.9,4.7,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.04
20,11,0.355,112.8,16,1,43.6513,-79.3726,2,1,1,1.0,28,0,0,104,4.85,4.9,4.9,4.8,4.9,4.9,4.7,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.889999999999999
2,28,0.933,109.3,16,1,43.6513,-79.3726,2,1,1,1.0,28,0,0,104,4.85,4.9,4.9,4.8,4.9,4.9,4.7,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.47
18,13,0.419,101.3,16,1,43.6513,-79.3726,2,1,1,1.0,28,0,0,104,4.85,4.9,4.9,4.8,4.9,4.9,4.7,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.215
29,2,0.065,113.3,16,1,43.6513,-79.3726,2,1,1,1.0,28,0,0,104,4.85,4.9,4.9,4.8,4.9,4.9,4.7,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.435000000000002
28,0,0.0,108.9,47,1,43.6786,-79.4461,6,3,3,1.0,28,0,0,88,4.77,4.9,5.0,4.9,4.9,4.8,4.8,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
31,0,0.0,107.8,47,1,43.6786,-79.4461,6,3,3,1.0,28,0,0,88,4.77,4.9,5.0,4.9,4.9,4.8,4.8,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
30,0,0.0,105.8,47,1,43.6786,-79.4461,6,3,3,1.0,28,0,0,88,4.77,4.9,5.0,4.9,4.9,4.8,4.8,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04
31,0,0.0,98.8,47,1,43.6786,-79.4461,6,3,3,1.0,28,0,0,88,4.77,4.9,5.0,4.9,4.9,4.8,4.8,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889999999999999
29,1,0.033,106.1,47,1,43.6786,-79.4461,6,3,3,1.0,28,0,0,88,4.77,4.9,5.0,4.9,4.9,4.8,4.8,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
31,0,0.0,107.5,47,1,43.6786,-79.4461,6,3,3,1.0,28,0,0,88,4.77,4.9,5.0,4.9,4.9,4.8,4.8,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
19,12,0.387,112.8,47,1,43.6786,-79.4461,6,3,3,1.0,28,0,0,88,4.77,4.9,5.0,4.9,4.9,4.8,4.8,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
30,0,0.0,128.6,47,1,43.6786,-79.4461,6,3,3,1.0,28,0,0,88,4.77,4.9,5.0,4.9,4.9,4.8,4.8,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47
2,29,0.935,128.0,47,1,43.6786,-79.4461,6,3,3,1.0,28,0,0,88,4.77,4.9,5.0,4.9,4.9,4.8,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
29,1,0.033,115.8,47,1,43.6786,-79.4461,6,3,3,1.0,28,0,0,88,4.77,4.9,5.0,4.9,4.9,4.8,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
31,0,0.0,119.9,47,1,43.6786,-79.4461,6,3,3,1.0,28,0,0,88,4.77,4.9,5.0,4.9,4.9,4.8,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
